,Class,Cluster,X,Y
0,9,88,-75.67891,4.582041
1,3,134,58.12281,11.0510845
2,1,88,-60.463306,-41.060547
3,9,251,-54.4546,-28.330126
4,8,88,-18.898409,26.8957
5,7,251,20.725595,79.42373
6,7,251,6.417476,72.763374
7,9,251,-44.85816,-16.873219
8,1,88,-91.43343,36.1309
9,6,134,-26.370102,-75.04881
10,2,213,58.569916,36.96309
11,9,112,13.329385,-35.75817
12,4,5,-101.54678,-32.17715
13,8,88,7.9870586,27.006884
14,9,251,-72.34606,-1.131504
15,4,88,-91.11704,0.48040497
16,1,88,-87.80392,39.3496
17,4,130,-78.355545,-21.264233
18,0,112,70.57278,-57.713867
19,8,88,-46.537987,32.602592
20,1,88,-53.966534,93.332664
21,7,67,-5.177678,83.661156
22,7,251,-33.980644,20.424269
23,1,88,-53.509594,58.693653
24,8,88,-16.585419,3.8177767
25,9,251,-42.577835,-41.376244
26,7,67,30.761105,96.10349
27,8,88,-22.461536,58.07166
28,6,97,10.173109,-83.151535
29,1,88,-81.584236,47.14116
30,4,162,-63.445904,-57.91412
31,8,88,6.758894,3.466266
32,4,5,-100.4203,-31.92542
33,7,67,3.7402046,61.90748
34,8,88,-24.243849,52.44237
35,0,112,117.42122,-20.987598
36,6,162,-30.345919,-84.44389
37,6,162,-52.570576,-80.299385
38,2,67,42.312595,59.654858
39,5,134,19.351152,-67.53325
40,9,251,-64.710785,-12.952854
41,4,5,-99.84233,-32.524162
42,4,87,-100.257164,-44.679043
43,2,195,24.184778,13.68267
44,2,195,23.358194,6.123819
45,0,88,-8.105114,-15.589809
46,0,112,100.38244,-48.808506
47,5,88,3.3038452,-23.047428
48,7,112,-28.357222,10.209552
49,2,195,19.63528,20.589487
50,9,251,-33.20719,-28.84365
51,5,112,17.561815,-26.957527
52,8,88,6.610383,27.666832
53,8,88,-43.691277,-65.42601
54,3,112,84.80083,26.509525
55,3,112,46.18171,-19.99572
56,8,88,5.3312297,6.7370696
57,6,134,-18.46688,-67.742615
58,5,88,9.023429,-23.802917
59,9,251,-16.965967,-25.574963
60,8,88,-2.109744,55.160065
61,0,112,82.845665,48.21442
62,1,88,-92.00112,38.509323
63,5,88,8.398027,-29.014149
64,3,88,-14.941407,63.948956
65,7,78,-60.52983,19.797585
66,6,97,13.0414715,-95.620476
67,3,88,59.803246,-15.370917
68,2,67,42.59908,72.09696
69,7,67,12.033221,73.058945
70,5,88,28.011309,-20.333626
71,0,112,11.962454,-34.678402
72,4,251,-85.34282,-33.045517
73,7,67,-12.303163,82.989914
74,5,134,23.790358,-55.909176
75,6,134,-13.563833,-79.61019
76,2,67,29.828482,52.422016
77,7,251,33.00023,98.5452
78,2,134,43.8206,14.14798
79,7,67,16.678442,91.81559
80,3,112,80.28193,4.9169636
81,4,162,-106.66062,-11.860878
82,6,162,-16.642273,-104.47762
83,5,97,33.831764,-84.66534
84,3,88,63.98135,2.3588378
