,Class,Cluster,X,Y
0,9,187,45.260773,5.0977597
1,3,105,-43.37432,-24.355179
2,1,187,43.022137,28.157227
3,9,187,49.061638,13.694807
4,8,75,4.22262,23.983616
5,7,87,81.75692,-38.790768
6,7,187,-22.25689,-19.090998
7,9,187,66.70989,-0.11327162
8,1,191,-109.2831,29.187061
9,6,75,14.690581,89.77857
10,2,191,-47.879475,89.621635
11,9,78,15.444789,-27.085873
12,4,87,96.111,43.441936
13,8,134,-69.508934,33.000286
14,9,187,70.32472,-17.392426
15,4,87,95.113,3.0444849
16,1,191,-107.87064,35.098217
17,4,87,87.336174,-7.4826164
18,0,213,-25.480347,-89.44748
19,8,134,-61.735867,12.186224
20,1,191,-102.44794,26.952478
21,7,187,23.525866,-63.656128
22,7,87,80.49847,-45.646084
23,1,187,-67.98029,55.2347
24,8,75,10.515391,-44.409904
25,9,87,66.37448,9.482167
26,7,87,37.435978,-75.585655
27,8,75,21.19402,18.002394
28,6,75,6.2091084,77.503876
29,1,191,-107.3349,19.00572
30,4,87,79.93052,17.070702
31,8,75,-4.480397,0.83982116
32,4,87,96.863594,5.7841983
33,7,78,-6.2606997,-24.776468
34,8,75,28.803452,24.870287
35,0,78,0.85031265,-115.613754
36,6,75,23.105242,89.849976
37,6,63,6.2292833,112.82028
38,2,123,-23.572794,46.569466
39,5,75,5.895476,-13.834482
40,9,187,50.231808,14.094246
41,4,87,99.67784,8.010571
42,4,87,107.262924,25.685175
43,2,123,2.7900093,54.38379
44,2,123,-49.723507,54.03138
45,0,240,35.623146,48.12145
46,0,70,-23.422298,-97.53745
47,5,240,-17.861187,-61.944286
48,7,87,78.88434,-47.640152
49,2,134,-53.658775,90.13828
50,9,187,59.360367,8.486946
51,5,240,-0.6994519,-41.568943
52,8,78,-18.946095,13.35632
53,8,240,3.9511423,39.293118
54,3,25,-43.720543,1.4043293
55,3,191,-49.776886,-39.20426
56,8,75,-1.4013468,30.882807
57,6,75,19.77415,85.48804
58,5,213,10.505314,-87.536385
59,9,87,57.291893,-26.620274
60,8,187,22.009186,-0.35244724
61,0,70,-25.49221,-94.46318
62,1,134,-97.0039,40.281277
63,5,240,11.426496,-32.286312
64,3,25,-46.181633,-15.528772
65,7,87,82.46766,-77.27778
66,6,240,40.166035,50.61533
67,3,191,-63.682846,-28.851633
68,2,123,-15.415501,35.64461
69,7,187,22.399757,-58.647854
70,5,75,-11.071004,-37.82904
71,0,78,25.330814,-39.93337
72,4,87,77.01675,40.721973
73,7,87,27.571789,-66.1037
74,5,105,-11.616877,-64.04831
75,6,75,14.589367,83.037056
76,2,123,-6.533365,49.69414
77,7,87,39.67891,-78.87229
78,2,123,-48.87891,70.5162
79,7,5,42.74909,-54.633015
80,3,191,-88.22641,-37.312916
81,4,240,92.9871,50.813473
82,6,63,41.94376,104.72466
83,5,240,11.216868,-30.022184
84,3,213,-44.18057,-7.5722394
85,6,63,59.022198,73.00048
86,8,75,29.852924,18.027796
87,1,187,-76.20052,50.994102
88,3,213,-56.418762,-1.8643168
89,7,87,87.673454,-56.6277
90,7,87,56.69161,-77.20684
91,7,87,85.54593,-67.48469
92,9,187,66.875565,-0.66537964
93,7,87,82.42708,-51.71578
94,8,75,-0.090425156,-4.246776
95,0,70,-27.220484,-101.55749
96,1,240,13.005258,-40.08933
97,0,70,-22.662382,-98.71854
98,7,5,79.11214,-76.357895
99,9,187,55.474304,-5.329575
100,7,187,-29.463179,18.141323
101,3,187,43.080685,9.565855
102,9,187,32.864685,2.8773558
103,8,75,-1.4519719,-12.572348
104,5,105,5.3888054,-61.6016
105,1,123,-34.028133,64.95441
106,7,87,78.5097,-41.713024
107,8,134,-12.490362,-5.3513007
108,8,187,-87.67271,52.85191
109,0,70,-23.646313,-94.12097
110,6,63,62.02886,87.94869
111,1,191,-91.15375,19.316639
112,5,213,-10.442586,-57.828228
113,9,187,48.6238,13.453394
114,4,87,83.6359,31.638931
115,3,213,-65.467186,-44.02985
116,8,187,-1.9826536,14.657043
117,3,191,-92.42994,-31.18357
118,6,63,-0.21233012,110.28339
119,3,213,-51.270103,-39.934704
120,1,191,-104.26197,39.185368
121,3,78,2.400973,-25.337654
122,0,70,-25.413063,-101.41273
123,0,70,-35.64496,-105.14724
124,0,70,-25.404688,-95.45978
125,5,213,-35.359806,-56.103275
126,4,87,109.236206,1.3191897
127,8,75,3.6237676,-5.3310747
128,3,240,-51.608086,27.48576
129,9,187,44.842495,-8.7650175
130,7,87,83.65265,-62.27683
131,6,63,25.741154,56.60378
132,8,88,20.078983,-6.2485304
133,3,187,-21.80103,-7.7666326
134,6,63,-18.64256,-33.700897
135,4,87,90.61377,-22.309792
136,8,75,4.8919525,36.344116
137,2,25,-50.584736,70.49229
138,2,123,-33.082535,35.240513
139,5,213,-22.53333,-59.887623
140,3,191,-45.876305,-40.341953
141,7,78,56.89598,-50.975517
142,2,123,-35.96732,75.51457
143,2,134,-54.93817,88.320526
144,3,191,-47.92218,-20.320454
145,5,213,9.070244,-94.16765
146,7,87,85.84606,-67.64901
