rank,activation,trigger_token,context
1,0.0025177001953125, was,<bos>There once--> was<-- a farmer who had a very modern crane. One
2,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a little girl who loved to
3,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there lived two best friends, Bill"
4,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a graceful bear. He"
5,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, in a small house, there lived"
6,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a little girl called Jacky
7,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a small boy named Jack.
8,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a smart lion who liked"
9,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a bird that lived in"
10,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a little girl named Lily"
11,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, a little girl named Lucy was eating"
12,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a little boy named Tim"
13,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a very compassionate man. He
14,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a family of bears who lived
15,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a great explorer. She was
16,-0.0113525390625, upon,<bos>Once--> upon<-- a time there was a little girl called Ann.
17,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, in a small town, there was"
18,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a little boy named Max"
19,-0.0113525390625, upon,"<bos>Once--> upon<-- a time, there was a little boy called Bob"
20,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a fish named Nemo."
21,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a curious little girl named"
22,-0.01190185546875, upon,<bos>Once--> upon<-- a time there was a jungle. It was a
23,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a little girl named Emily"
24,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a little bird who loved"
25,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a princess who was very"
26,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a little girl called Emily"
27,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a little girl named Lucy"
28,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, there was a girl who was very"
29,-0.01190185546875, upon,"<bos>Once--> upon<-- a time, a little boy named Timmy was playing"
30,-0.01190185546875, upon,<bos>Once--> upon<-- a time there was a whale. He was swimming
